06:00 - 06:14,11,,8,,19,
06:15 - 06:29,10,,3,,13,
06:30 - 06:44,15,,7,,22,
06:45 - 06:59,24,,7,,31,
07:00 - 07:14,33,,17,,50,
07:15 - 07:29,33,,12,,45,
07:30 - 07:44,28,,8,,36,
07:45 - 07:59,47,,10,,57,
08:00 - 08:14,43,,24,,67,
08:15 - 08:29,28,308,18,144,46,452
08:30 - 08:44,20,,19,,39,
08:45 - 08:59,16,,11,,27,
09:00 - 09:14,13,170,11,193,24,363
09:15 - 09:29,9,,12,,21,
09:30 - 09:44,12,,6,,18,
09:45 - 09:59,9,,2,,11,
10:00 - 10:29,14,,11,,25,
10:30 - 10:59,6,,16,,22,
11:00 - 11:29,7,,12,,19,
11:30 - 11:59,13,,14,,27,
12:00 - 12:29,10,,13,,23,
12:30 - 12:59,10,,19,,29,
13:00 - 13:29,16,,22,,38,
13:30 - 13:59,8,,12,,20,
14:00 - 14:29,17,,19,,36,
14:30 - 14:59,26,,24,,50,
15:00 - 15:14,10,,11,,21,
15:15 - 15:29,17,,11,,28,
15:30 - 15:44,31,,14,,45,
15:45 - 15:59,18,,11,,29,
16:00 - 16:14,45,,15,,60,
16:15 - 16:29,22,,14,,36,
16:30 - 16:44,37,,18,,55,
16:45 - 16:59,51,,21,,72,
17:00 - 17:14,28,440,13,249,41,689
17:15 - 17:29,24,,16,,40,
17:30 - 17:44,23,,11,,34,
17:45 - 17:59,25,,31,,56,
18:00 - 18:14,16,,21,,37,
18:15 - 18:29,23,,11,,34,
18:30 - 18:44,34,,12,,46,
18:45 - 18:59,36,,19,,55,
19:00 - 19:29,35,103,21,61,56,164
19:30 - 19:59,20,,10,,30,
20:00 - 20:29,16,,9,,25,
20:30 - 20:59,11,,7,,18,
21:00 - 21:29,11,,7,,18,
21:30 - 21:59,10,,7,,17,
22:00 - 22:29,13,65,4,37,17,102
22:30 - 22:59,14,,9,,23,
23:00 - 23:29,10,,6,,16,
23:30 - 23:59,9,,3,,12,
24:00 - 24:29,10,,8,,18,
24:30 - 24:59,5,,5,,10,
25:00 - 25:29,4,,2,,6,
,,,,,,
