06:00 - 06:14,252,,16,,268,
06:15 - 06:29,208,,45,,253,
06:30 - 06:44,131,,40,,171,
06:45 - 06:59,146,,53,,199,
07:00 - 07:14,213,,57,,270,
07:15 - 07:29,282,,56,,338,
07:30 - 07:44,324,,133,,457,
07:45 - 07:59,403,,154,,557,
08:00 - 08:14,606,,128,,734,
08:15 - 08:29,562,,137,,699,
08:30 - 08:44,503,,159,,662,
08:45 - 08:59,364,3994,123,1101,487,5095
09:00 - 09:14,336,3844,71,2794,407,6638
09:15 - 09:29,328,,107,,435,
09:30 - 09:44,285,,94,,379,
09:45 - 09:59,201,,62,,263,
10:00 - 10:29,350,,141,,491,
10:30 - 10:59,248,,130,,378,
11:00 - 11:29,287,,131,,418,
11:30 - 11:59,237,,173,,410,
12:00 - 12:29,272,,250,,522,
12:30 - 12:59,288,,257,,545,
13:00 - 13:29,271,,258,,529,
13:30 - 13:59,211,,320,,531,
14:00 - 14:29,303,,373,,676,
14:30 - 14:59,227,,427,,654,
15:00 - 15:14,116,,306,,422,
15:15 - 15:29,126,,349,,475,
15:30 - 15:44,192,,299,,491,
15:45 - 15:59,202,,346,,548,
16:00 - 16:14,251,,352,,603,
16:15 - 16:29,134,,280,,414,
16:30 - 16:44,155,,321,,476,
16:45 - 16:59,156,,280,,436,
17:00 - 17:14,145,,436,,581,
17:15 - 17:29,125,,263,,388,
17:30 - 17:44,122,,327,,449,
17:45 - 17:59,155,,422,,577,
18:00 - 18:14,149,2394,335,5175,484,7569
18:15 - 18:29,118,,309,,427,
18:30 - 18:44,118,,283,,401,
18:45 - 18:59,130,,267,,397,
19:00 - 19:29,186,1000,427,1993,613,2993
19:30 - 19:59,180,,379,,559,
20:00 - 20:29,189,,356,,545,
20:30 - 20:59,167,,293,,460,
21:00 - 21:29,143,,267,,410,
21:30 - 21:59,135,,271,,406,
22:00 - 22:29,99,437,232,1214,331,1651
22:30 - 22:59,76,,205,,281,
23:00 - 23:29,67,,194,,261,
23:30 - 23:59,60,,176,,236,
24:00 - 24:29,54,,158,,212,
24:30 - 24:59,44,,134,,178,
25:00 - 25:29,37,,115,,152,
,,,,,,
