06:00  -  06:14,16,,121,,137,
06:15  -  06:29,16,,206,,222,
06:30  -  06:44,26,,289,,315,
06:45  -  06:59,28,,454,,482,
07:00  -  07:14,50,,448,,498,
07:15  -  07:29,53,,640,,693,
07:30  -  07:44,65,,739,,804,
07:45  -  07:59,75,,1001,,1076,
08:00  -  08:14,78,,1203,,1281,
08:15  -  08:29,87,660,1131,8836,1218,9496
08:30  -  08:44,85,,1244,,1329,
08:45  -  08:59,81,,1360,,1441,
09:00  -  09:14,104,,1681,,1785,
09:15  -  09:29,104,4456,979,11340,1083,15796
09:30  -  09:44,89,,840,,929,
09:45  -  09:59,88,,806,,894,
10:00  -  10:29,164,,919,,1083,
10:30  -  10:59,202,,855,,1057,
11:00  -  11:29,395,,794,,1189,
11:30  -  11:59,377,,836,,1213,
12:00  -  12:29,620,,779,,1399,
12:30  -  12:59,424,,773,,1197,
13:00  -  13:29,467,,624,,1091,
13:30  -  13:59,338,,691,,1029,
14:00  -  14:29,456,,435,,891,
14:30  -  14:59,628,,328,,956,
15:00  -  15:14,557,,172,,729,
15:15  -  15:29,611,,215,,826,
15:30  -  15:44,616,,169,,785,
15:45  -  15:59,787,,167,,954,
16:00  -  16:14,1427,,182,,1609,
16:15  -  16:29,1376,,170,,1546,
16:30  -  16:44,1212,,158,,1370,
16:45  -  16:59,1175,,203,,1378,
17:00  -  17:14,1390,13787,215,2950,1605,16737
17:15  -  17:29,1231,,206,,1437,
17:30  -  17:44,698,,226,,924,
17:45  -  17:59,618,,223,,841,
18:00  -  18:14,611,,188,,799,
18:15  -  18:29,628,,175,,803,
18:30  -  18:44,423,,154,,577,
18:45  -  18:59,427,,127,,554,
19:00  -  19:29,665,2945,183,552,848,3497
19:30  -  19:59,634,,122,,756,
20:00  -  20:29,552,,82,,634,
20:30  -  20:59,428,,61,,489,
21:00  -  21:29,375,,56,,431,
21:30  -  21:59,291,,48,,339,
22:00  -  22:29,194,726,41,213,235,939
22:30  -  22:59,189,,61,,250,
23:00  -  23:29,147,,49,,196,
23:30  -  23:59,81,,32,,113,
24:00  -  24:29,58,,19,,77,
24:30  -  24:59,41,,8,,49,
25:00  -  25:29,16,,3,,19,
,,,,,,
