06:00 - 06:14,39,,173,,212,
06:15 - 06:29,66,,220,,286,
06:30 - 06:44,98,,250,,348,
06:45 - 06:59,102,,274,,376,
07:00 - 07:14,107,,520,,627,
07:15 - 07:29,124,,486,,610,
07:30 - 07:44,137,,701,,838,
07:45 - 07:59,153,,737,,890,
08:00 - 08:14,114,,794,,908,
08:15 - 08:29,123,,686,,809,
08:30 - 08:44,126,1311,554,5908,680,7219
08:45 - 08:59,122,,513,,635,
09:00 - 09:14,108,2993,520,6701,628,9694
09:15 - 09:29,97,,497,,594,
09:30 - 09:44,89,,506,,595,
09:45 - 09:59,130,,391,,521,
10:00 - 10:29,156,,601,,757,
10:30 - 10:59,170,,588,,758,
11:00 - 11:29,176,,555,,731,
11:30 - 11:59,198,,571,,769,
12:00 - 12:29,200,,281,,481,
12:30 - 12:59,302,,311,,613,
13:00 - 13:29,245,,465,,710,
13:30 - 13:59,309,,543,,852,
14:00 - 14:29,460,,495,,955,
14:30 - 14:59,353,,377,,730,
15:00 - 15:14,315,,353,,668,
15:15 - 15:29,289,,384,,673,
15:30 - 15:44,289,,213,,502,
15:45 - 15:59,330,,307,,637,
16:00 - 16:14,373,,325,,698,
16:15 - 16:29,314,,417,,731,
16:30 - 16:44,448,,339,,787,
16:45 - 16:59,494,,306,,800,
17:00 - 17:14,495,,260,,755,
17:15 - 17:29,428,,355,,783,
17:30 - 17:44,432,6069,300,4564,732,10633
17:45 - 17:59,400,,263,,663,
18:00 - 18:14,369,,195,,564,
18:15 - 18:29,348,,194,,542,
18:30 - 18:44,314,,178,,492,
18:45 - 18:59,431,,175,,606,
19:00 - 19:29,392,1400,194,1321,586,2721
19:30 - 19:59,307,,252,,559,
20:00 - 20:29,198,,208,,406,
20:30 - 20:59,160,,243,,403,
21:00 - 21:29,174,,251,,425,
21:30 - 21:59,169,,173,,342,
22:00 - 22:29,92,373,145,480,237,853
22:30 - 22:59,137,,127,,264,
23:00 - 23:29,74,,77,,151,
23:30 - 23:59,48,,63,,111,
24:00 - 24:29,17,,38,,55,
24:30 - 24:59,5,,21,,26,
25:00 - 25:29,0,,9,,9,
,,,,,,
